45.631118 25.583995 1
45.632863 25.586184 1
45.633955 25.586698 1
45.634345 25.587706 1
45.63637 25.589595 1
45.63673 25.589423 1
45.639431 25.593006 1
45.64245 25.598735 1
45.642083 25.603038 1
45.640676 25.607061 1
45.639738 25.607404 1
45.638925 25.607131 1
45.636318 25.604551 1
45.634559 25.602963 1
45.633002 25.602048 1
45.630514 25.59786 1
45.630139 25.596379 1
45.629801 25.596057 1
45.629043 25.596454 1
45.627693 25.595639 1
45.627115 25.594705 1
45.62638 25.59506 1
45.625577 25.594877 1
45.62622 25.592055 1
45.626215 25.589502 1
45.627325 25.589545 1
45.628361 25.589137 1
45.629576 25.587421 1
45.631077 25.58388 1
45.612195 25.588475 2
45.614445 25.590527 2
45.620019 25.59437 2
45.62319 25.594629 2
45.625304 25.595018 2
45.626392 25.595363 2
45.62689 25.595169 2
45.627222 25.595623 2
45.628853 25.597199 2
45.628929 25.597285 2
45.629729 25.599574 2
45.629442 25.600114 2
45.630016 25.60128 2
45.63059 25.603785 2
45.631979 25.60629 2
45.633806 25.609572 2
45.637007 25.611947 2
45.63678 25.614906 2
45.636146 25.618339 2
45.636539 25.618857 3
45.633428 25.620369 3
45.632975 25.61916 3
45.631299 25.620088 3
45.631888 25.623327 3
45.630529 25.624105 3
45.629789 25.622442 3
45.627494 25.622463 3
45.628023 25.618209 3
45.628627 25.624364 4
45.624866 25.629071 4
45.627011 25.633951 4
45.623432 25.635506 4
45.622359 25.634275 4
45.619671 25.631036 4
45.619626 25.624752 4
45.620547 25.622507 4
45.612222 25.589546 5
45.621849 25.59521 5
45.626304 25.597557 5
45.62989 25.602105 5
45.632456 25.609955 5
45.633898 25.610253 5
45.635462 25.612225 5
45.636364 25.615346 5
45.635233 25.616744 5
45.631935 25.617357 5
45.629894 25.621671 5
45.62775 25.621804 5
45.628823 25.617216 5
45.627631 25.617099 5
45.626265 25.618057 5
45.626477 25.619801 5
45.625147 25.621939 5
45.625546 25.625259 5
45.623579 25.626994 5
45.623868 25.629202 5
45.622561 25.632379 5
45.620556 25.630997 5
45.620293 25.626782 5
45.622734 25.621884 5
45.621789 25.618871 5
45.619452 25.621083 5
45.61835 25.625433 5
45.616194 25.625733 5
45.613602 25.628569 5
45.611492 25.629284 5
45.602445 25.618537 5
45.606375 25.590345 5
45.617797 25.612945 6
45.620919 25.618952 6
45.618454 25.608328 6
45.622381 25.619041 6
45.62018 25.603591 6
45.617171 25.585708 6
45.62291 25.586664 6
45.633693 25.596202 6
45.610059 25.586784 7
45.62118 25.560753 7
45.627951 25.569719 7
45.627187 25.577856 7
45.627582 25.579325 7
45.63098 25.583281 7
45.631979 25.60629 7
45.629479 25.587688 7
45.628346 25.589346 7
45.626449 25.589949 7
45.625579 25.594658 7
45.615251 25.590175 7
45.623683 25.562561 8
45.64394 25.599744 8
45.637329 25.623779 8
45.622708 25.636663 8
45.614645 25.633913 8
45.599965 25.615302 8
